Time,RPM,MPH,Throttle,Load,Fuel Status
16:44:43.638203,720,0.0,14.5098039216,21.568627451,0200
16:44:43.959363,722,0.0,14.5098039216,21.568627451,0200
16:44:44.239399,725,0.0,14.5098039216,21.568627451,0200
16:44:44.510699,719,0.0,14.5098039216,21.568627451,0200
16:44:44.750663,721,0.0,14.5098039216,21.568627451,0200
16:44:45.31945,725,0.0,14.5098039216,21.568627451,0200
16:44:45.313143,727,0.0,14.5098039216,21.568627451,0200
16:44:45.566872,731,0.0,14.5098039216,21.568627451,0200
16:44:45.828137,730,0.0,14.5098039216,21.568627451,0200
16:44:46.76946,729,0.0,14.5098039216,21.568627451,0200
16:44:46.308177,728,0.0,14.5098039216,21.568627451,0200
16:44:46.566936,730,0.0,14.5098039216,21.568627451,0200
16:44:46.799403,727,0.0,14.5098039216,21.568627451,0200
16:44:47.56868,724,0.0,14.5098039216,21.9607843137,0200
16:44:47.306896,725,0.0,14.5098039216,21.9607843137,0200
16:44:47.556971,724,0.0,14.5098039216,21.9607843137,0200
16:44:47.786940,723,0.0,14.5098039216,21.9607843137,0200
16:44:48.69412,724,0.0,14.5098039216,21.9607843137,0200
16:44:48.306939,725,0.0,14.5098039216,21.9607843137,0200
16:44:48.590735,724,0.0,14.5098039216,21.568627451,0200
16:44:48.845701,728,0.0,14.5098039216,21.568627451,0200
16:44:49.96872,728,0.0,14.5098039216,21.568627451,0200
16:44:49.326893,730,0.0,14.5098039216,21.568627451,0200
16:44:49.597060,731,0.0,14.5098039216,21.568627451,0200
16:44:49.825706,729,0.0,14.5098039216,21.568627451,0200
16:44:50.83161,725,0.0,14.5098039216,21.568627451,0200
16:44:50.338133,724,0.0,14.5098039216,21.568627451,0200
16:44:50.566985,720,0.0,14.5098039216,21.568627451,0200
16:44:50.808236,720,0.0,14.5098039216,21.568627451,0200
16:44:51.65657,717,0.0,14.5098039216,21.568627451,0200
16:44:51.316935,723,0.0,14.5098039216,21.568627451,0200
16:44:51.570678,721,0.0,14.5098039216,21.568627451,0200
16:44:51.825689,726,0.0,14.5098039216,21.9607843137,0200
16:44:52.109453,729,0.0,14.5098039216,21.9607843137,0200
16:44:52.390803,731,0.0,14.5098039216,21.9607843137,0200
16:44:52.636942,732,0.0,14.5098039216,21.9607843137,0200
16:44:52.895816,730,0.0,14.5098039216,21.9607843137,0200
16:44:53.150714,726,0.0,14.5098039216,21.9607843137,0200
16:44:53.418302,725,0.0,14.5098039216,21.9607843137,0200
16:44:53.648222,721,0.0,14.5098039216,22.3529411765,0200
16:44:53.901892,719,0.0,14.5098039216,21.9607843137,0200
16:44:54.184450,723,0.0,14.5098039216,21.9607843137,0200
16:44:54.438189,722,0.0,14.5098039216,21.9607843137,0200
16:44:54.668235,721,0.0,14.5098039216,21.9607843137,0200
16:44:54.916946,722,0.0,14.5098039216,21.9607843137,0200
16:44:55.148238,729,0.0,14.5098039216,21.9607843137,0200
16:44:55.403201,732,0.0,14.5098039216,21.9607843137,0200
16:44:55.650695,733,0.0,14.5098039216,21.9607843137,0200
16:44:55.879465,727,0.0,14.5098039216,21.9607843137,0200
16:44:56.160771,729,0.0,14.5098039216,21.9607843137,0200
16:44:56.410837,724,0.0,14.5098039216,22.3529411765,0200
16:44:56.638169,723,0.0,14.5098039216,23.137254902,0200
